County Code,Perm ID,Facility Name,Building Nbr,Building Name,Building Status,SPC Rating *,Building URL,Height (ft),Stories,Building Code,Building Code Year,Year Completed,Count,Location 1
30 - Orange,10382,AHMC Anaheim Regional Medical Center,BLD-03671,Phase IV East Entrance Addition - North,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=94HIS&capID2=00000&capID3=00080&agencyCode=OSHPD,,1,1992 California Building Code (CBC),1992,1994,1,"Anaheim
(33.8476105, -117.9358444)"
30 - Orange,10382,AHMC Anaheim Regional Medical Center,BLD-03672,Phase IV East Entrance Addition - South,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=94HIS&capID2=00000&capID3=00081&agencyCode=OSHPD,,1,1992 California Building Code (CBC),1992,1994,1,"Anaheim
(33.8476105, -117.9358444)"
30 - Orange,13061,Anaheim Global Medical Center,BLD-00996,Psychiatric Treatment,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=71HIS&capID2=00000&capID3=00039&agencyCode=OSHPD,9,1,1967 Uniform Building Code (UBC),1967,1971,1,"Anaheim
(33.8196602, -117.9096909)"
30 - Orange,13061,Anaheim Global Medical Center,BLD-00997,Main Hospital Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=72HIS&capID2=00000&capID3=00034&agencyCode=OSHPD,23,2,1970 Uniform Building Code (UBC),1970,1972,1,"Anaheim
(33.8196602, -117.9096909)"
30 - Orange,13061,Anaheim Global Medical Center,BLD-00998,ICU / CCU Unit,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=88HIS&capID2=00000&capID3=00021&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1988,1,"Anaheim
(33.8196602, -117.9096909)"
30 - Orange,13061,Anaheim Global Medical Center,BLD-00999,ER Addition / Birthing Center,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=91HIS&capID2=00000&capID3=00021&agencyCode=OSHPD,,1,1989 California Building Code (CBC),1989,1991,1,"Anaheim
(33.8196602, -117.9096909)"
30 - Orange,13061,Anaheim Global Medical Center,BLD-01000,Canopy Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=91HIS&capID2=00000&capID3=00022&agencyCode=OSHPD,,1,1989 California Building Code (CBC),1989,1991,1,"Anaheim
(33.8196602, -117.9096909)"
30 - Orange,10400,Chapman Global Medical Center,BLD-02346,Main Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=68HIS&capID2=00000&capID3=00068&agencyCode=OSHPD,14,1,1967 Uniform Building Code (UBC),1967,1968,1,"Orange
(33.788731, -117.826411)"
30 - Orange,10400,Chapman Global Medical Center,BLD-02347,Entry Pavilion,In Service,4s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=93HIS&capID2=00000&capID3=00039&agencyCode=OSHPD,,1,1989 California Building Code (CBC),1989,1993,1,"Orange
(33.788731, -117.826411)"
30 - Orange,10400,Chapman Global Medical Center,BLD-02348,Mechanical Building,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=95HIS&capID2=00000&capID3=00057&agencyCode=OSHPD,,2,1992 California Building Code (CBC),1992,1995,1,"Orange
(33.788731, -117.826411)"
30 - Orange,10400,Chapman Global Medical Center,BLD-02349,ICU/Admin Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=95HIS&capID2=00000&capID3=00058&agencyCode=OSHPD,,2,1992 California Building Code (CBC),1992,1995,1,"Orange
(33.788731, -117.826411)"
30 - Orange,10400,Chapman Global Medical Center,BLD-02350,Surgery Addition,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=95HIS&capID2=00000&capID3=00059&agencyCode=OSHPD,,1,1992 California Building Code (CBC),1992,1995,1,"Orange
(33.788731, -117.826411)"
30 - Orange,14370,Children's Hospital of Orange County,BLD-00271,CHOC North,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=91HIS&capID2=00000&capID3=00012&agencyCode=OSHPD,,6,1985 California Building Code (CBC),1985,1991,1,"Orange
(33.780739, -117.865466)"
30 - Orange,14370,Children's Hospital of Orange County,BLD-00272,Research Building,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00005&agencyCode=OSHPD,,5,1985 California Building Code (CBC),1985,1993,1,"Orange
(33.780739, -117.865466)"
30 - Orange,14370,Children's Hospital of Orange County,BLD-00273,CHOC West,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=56HIS&capID2=00000&capID3=00003&agencyCode=OSHPD,27,2,1955 Uniform Building Code (UBC),1955,1956,1,"Orange
(33.780739, -117.865466)"
30 - Orange,14370,Children's Hospital of Orange County,BLD-05243,Tower II,Under Construction,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=11CAP&capID2=00000&capID3=001I7&agencyCode=OSHPD,,7,2001 California Building Code (CBC),2001,,1,"Orange
(33.780739, -117.865466)"
30 - Orange,14370,Children's Hospital of Orange County,BLD-05335,CHOC Lobby,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=0011H&agencyCode=OSHPD,,,2001 California Building Code (CBC),2001,2009,1,"Orange
(33.780739, -117.865466)"
30 - Orange,14370,Children's Hospital of Orange County,BLD-05672,Providence Tunnel,Tunnels,4s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=13CAP&capID2=00000&capID3=009A9&agencyCode=OSHPD,,0,1985 California Building Code (CBC),1985,1989,1,"Orange
(33.780739, -117.865466)"
30 - Orange,14370,Children's Hospital of Orange County,BLD-05720,Le Veta Stairs and Bridge,Under Construction,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=14CAP&capID2=00000&capID3=0010D&agencyCode=OSHPD,,,2001 California Building Code (CBC),2001,,1,"Orange
(33.780739, -117.865466)"
30 - Orange,14370,Children's Hospital of Orange County,BLD-05721,5 Story Garage Elevator and Bridge,Under Construction,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=14CAP&capID2=00000&capID3=0010G&agencyCode=OSHPD,,,2001 California Building Code (CBC),2001,,1,"Orange
(33.780739, -117.865466)"
30 - Orange,10405,College Hospital Costa Mesa,BLD-02351,Original Hospital Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=66HIS&capID2=00000&capID3=00032&agencyCode=OSHPD,12,1,1964 Uniform Building Code (UBC),1964,1966,1,"Costa Mesa
(33.6518936, -117.9119644)"
30 - Orange,10405,College Hospital Costa Mesa,BLD-02352,Psychiatric Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00052&agencyCode=OSHPD,,1,1985 California Building Code (CBC),1985,1990,1,"Costa Mesa
(33.6518936, -117.9119644)"
30 - Orange,10405,College Hospital Costa Mesa,BLD-03102,Radiographic and Fluoroscopy Addn,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00073&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1977,1,"Costa Mesa
(33.6518936, -117.9119644)"
30 - Orange,10405,College Hospital Costa Mesa,BLD-03417,Canopy 1,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=83HIS&capID2=00000&capID3=00056&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1983,1,"Costa Mesa
(33.6518936, -117.9119644)"
30 - Orange,10405,College Hospital Costa Mesa,BLD-03419,Canopy 3,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00077&agencyCode=OSHPD,,1,1985 California Building Code (CBC),1985,1990,1,"Costa Mesa
(33.6518936, -117.9119644)"
30 - Orange,12573,Foothill Regional Medical Center,BLD-01029,Original Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=67HIS&capID2=00000&capID3=00016&agencyCode=OSHPD,14,1,1964 Uniform Building Code (UBC),1964,1967,1,"Tustin
(33.7302628, -117.8283157)"
30 - Orange,12573,Foothill Regional Medical Center,BLD-01030,Classroom Addition,In Service,4s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=78HIS&capID2=00000&capID3=00025&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1978,1,"Tustin
(33.7302628, -117.8283157)"
30 - Orange,12573,Foothill Regional Medical Center,BLD-02631,Mechanical Addition,In Service,4s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=81HIS&capID2=00000&capID3=00040&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1981,1,"Tustin
(33.7302628, -117.8283157)"
30 - Orange,12834,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER,BLD-00926,Main Hospital/Additions,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=70HIS&capID2=00000&capID3=00014&agencyCode=OSHPD,16,1,1967 Uniform Building Code (UBC),1967,1970,1,"Fountain Valley
(33.7139854, -117.9343643)"
30 - Orange,12834,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER,BLD-00927,Women & Children's Hosp.,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=88HIS&capID2=00000&capID3=00020&agencyCode=OSHPD,,2,1976 California Building Code (CBC),1976,1988,1,"Fountain Valley
(33.7139854, -117.9343643)"
30 - Orange,12834,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER,BLD-00928,Dining Room Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=82HIS&capID2=00000&capID3=00012&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1982,1,"Fountain Valley
(33.7139854, -117.9343643)"
30 - Orange,12834,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER,BLD-00929,Conference Room Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=85HIS&capID2=00000&capID3=00012&agencyCode=OSHPD,25.5,2,1979 California Building Code (CBC),1979,1984,1,"Fountain Valley
(33.7139854, -117.9343643)"
30 - Orange,12834,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER,BLD-00930,Living Care Center,Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=89HIS&capID2=00000&capID3=00015&agencyCode=OSHPD,,4,1985 California Building Code (CBC),1985,1989,1,"Fountain Valley
(33.7139854, -117.9343643)"
30 - Orange,12834,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER,BLD-00931,ER Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=76HIS&capID2=00000&capID3=00017&agencyCode=OSHPD,15,1,1973 California Building Code (CBC),1973,1976,1,"Fountain Valley
(33.7139854, -117.9343643)"
30 - Orange,12834,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER,BLD-03497,Emergency Power Building,Under Construction,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00424&agencyCode=OSHPD,,1,2010 California Building Code (CBC),2010,,1,"Fountain Valley
(33.7139854, -117.9343643)"
30 - Orange,12834,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER,BLD-03770,ER Addition - Phase 2,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=81HIS&capID2=00000&capID3=00048&agencyCode=OSHPD,13,1,1976 California Building Code (CBC),1976,1981,1,"Fountain Valley
(33.7139854, -117.9343643)"
30 - Orange,12834,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER,BLD-03771,ER Addition - Phase 3,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=03HIS&capID2=00000&capID3=00041&agencyCode=OSHPD,13,1,1995 California Building Code (CBC),1995,2003,1,"Fountain Valley
(33.7139854, -117.9343643)"
30 - Orange,16234,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER,BLD-05195,Living Care Center,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=89HIS&capID2=00000&capID3=00055&agencyCode=OSHPD,,4,1985 California Building Code (CBC),1985,1990,1,"Fountain Valley
(33.7132607, -117.9321976)"
30 - Orange,10450,Garden Grove Hospital and Medical Center,BLD-02406,Patient Tower,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=82HIS&capID2=00000&capID3=00040&agencyCode=OSHPD,97,7,1979 California Building Code (CBC),1979,1982,1,"Garden Grove
(33.7748528, -117.9132843)"
30 - Orange,10450,Garden Grove Hospital and Medical Center,BLD-02407,Ancillary Building,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=82HIS&capID2=00000&capID3=00041&agencyCode=OSHPD,45,3,1979 California Building Code (CBC),1979,1982,1,"Garden Grove
(33.7748528, -117.9132843)"
30 - Orange,10450,Garden Grove Hospital and Medical Center,BLD-02408,Mechanical Building,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=82HIS&capID2=00000&capID3=00042&agencyCode=OSHPD,14,1,1979 California Building Code (CBC),1979,1982,1,"Garden Grove
(33.7748528, -117.9132843)"
30 - Orange,17438,Healthbridge Children's Hospital-Orange,BLD-05189,Main Building,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=00HIS&capID2=00000&capID3=00083&agencyCode=OSHPD,,,1995 California Building Code (CBC),1995,2000,1,"Orange
(33.7827988, -117.8339233)"
30 - Orange,16536,Healthsouth Tustin Rehabilitation Hospital,BLD-00288,Acute Care Hospital,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=91HIS&capID2=00000&capID3=00013&agencyCode=OSHPD,28.98,2,1985 California Building Code (CBC),1985,1991,1,"Tustin
(33.747535, -117.8303037)"
30 - Orange,16536,Healthsouth Tustin Rehabilitation Hospital,BLD-02900,Generator Enclosure,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=91HIS&capID2=00000&capID3=00065&agencyCode=OSHPD,9,1,1985 California Building Code (CBC),1985,1991,1,"Tustin
(33.747535, -117.8303037)"
30 - Orange,16319,Hoag Hospital Irvine,BLD-00283,D & T,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=88HIS&capID2=00000&capID3=00004&agencyCode=OSHPD,,2,1982 California Building Code (CBC),1982,1992,1,"Irvine
(33.6613007, -117.7720566)"
30 - Orange,16319,Hoag Hospital Irvine,BLD-00284,Nursing,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=88HIS&capID2=00000&capID3=00005&agencyCode=OSHPD,,5,1982 California Building Code (CBC),1982,1988,1,"Irvine
(33.6613007, -117.7720566)"
30 - Orange,16319,Hoag Hospital Irvine,BLD-05852,ER Entrance Canopy,Proposed,3s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=15CAP&capID2=00000&capID3=0020Q&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1992,1,"Irvine
(33.6613007, -117.7720566)"
30 - Orange,16319,Hoag Hospital Irvine,BLD-05853,Emergency Department,Proposed,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=15CAP&capID2=00000&capID3=0020R&agencyCode=OSHPD,,,2013 California Building Code (CBC),2013,,1,"Irvine
(33.6613007, -117.7720566)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-02360,Original Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=52HIS&capID2=00000&capID3=00018&agencyCode=OSHPD,21.25,2,1949 Uniform Building Code (UBC),1949,1952,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-02361,Four-Story Building - 1957,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=57HIS&capID2=00000&capID3=00041&agencyCode=OSHPD,52.17,4,1955 Uniform Building Code (UBC),1955,1957,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-02363,Old ICU - 1963,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=63HIS&capID2=00000&capID3=00031&agencyCode=OSHPD,24.17,2,1961 Uniform Building Code (UBC),1961,1963,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-02364,Old Radiation Therapy - 1975,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=75HIS&capID2=00000&capID3=00052&agencyCode=OSHPD,,1,1970 California Building Code (CBC),1970,1975,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-02366,Power Plant - Boilers and Chillers,Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=70HIS&capID2=00000&capID3=00034&agencyCode=OSHPD,,,1967 Uniform Building Code (UBC),1967,1970,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-02368,Inpatient Tower - 1974,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=71HIS&capID2=00000&capID3=00060&agencyCode=OSHPD,147,11,1967 Uniform Building Code (UBC),1967,1971,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-02369,Ancillary / Helistop / Power Plant,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=74HIS&capID2=00000&capID3=00040&agencyCode=OSHPD,30,2,1973 Uniform Building Code (UBC),1973,1974,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-02370,Helistop - 1974,Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=74HIS&capID2=00000&capID3=00041&agencyCode=OSHPD,,,1970 Uniform Building Code (UBC),1970,1974,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-02371,Chemical Dependency - 1965,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=65HIS&capID2=00000&capID3=00043&agencyCode=OSHPD,9,1,1964 Uniform Building Code (UBC),1964,1965,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-02373,Cancer Center,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=95HIS&capID2=00000&capID3=00060&agencyCode=OSHPD,,3,1985 California Building Code (CBC),1985,1995,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-02374,MRI / MRI Addition,In Service,3s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=87HIS&capID2=00000&capID3=00038&agencyCode=OSHPD,14,1,1982 California Building Code (CBC),1982,1987,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-02375,South Entrance,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=88HIS&capID2=00000&capID3=00043&agencyCode=OSHPD,,1,1985 California Building Code (CBC),1985,1988,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-02376,ER East Waiting Room Addition,Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00057&agencyCode=OSHPD,,,1985 California Building Code (CBC),1985,1990,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-02377,MRI Addition,Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=91HIS&capID2=00000&capID3=00053&agencyCode=OSHPD,14,1,1985 California Building Code (CBC),1985,1991,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-02378,Link Building,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=91HIS&capID2=00000&capID3=00054&agencyCode=OSHPD,29,2,1985 California Building Code (CBC),1985,1991,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-02379,Emergency Department Addition,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=96HIS&capID2=00000&capID3=00039&agencyCode=OSHPD,47,3,1989 California Building Code (CBC),1989,1996,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-03098,Cancer Center - Link Tower,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=95HIS&capID2=00000&capID3=00096&agencyCode=OSHPD,,2,1985 California Building Code (CBC),1985,1995,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-03332,Power Plant - MUSS & ATS,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=68HIS&capID2=00000&capID3=00080&agencyCode=OSHPD,,1,1967 Uniform Building Code (UBC),1967,1968,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-03333,Emergency Generator Building,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=01HIS&capID2=00000&capID3=00045&agencyCode=OSHPD,,1,1995 California Building Code (CBC),1995,2001,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-03415,Energy Treatment Building,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=95HIS&capID2=00000&capID3=00098&agencyCode=OSHPD,,2,1985 California Building Code (CBC),1985,1995,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-03675,ED / ECU Addition,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00510&agencyCode=OSHPD,,,2001 California Building Code (CBC),2001,2013,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-03699,East Wing,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=05HIS&capID2=00000&capID3=00046&agencyCode=OSHPD,,7,1998 California Building Code (CBC),1998,2005,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-05442,Cogeneration Building,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=005K7&agencyCode=OSHPD,45.92,2,2001 California Building Code (CBC),2001,2007,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-05517,Café Building,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=00CT2&agencyCode=OSHPD,28.64,2,1998 California Building Code (CBC),1998,2005,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-05518,Fire Pump Building,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=00CT5&agencyCode=OSHPD,9.67,1,1998 California Building Code (CBC),1998,2005,1,"Newport Beach
(33.6252686, -117.9295568)"
