Year,oshpd_id,FACILITY_NAME,COUNTY_NAME,Type_Of_Control,ED_Level,Source,Principal Diagnosis Group,Count
2014,106301188,WESTERN MEDICAL CENTER ANAHEIM,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Nervous & Sensory Systems,28
2014,106301188,WESTERN MEDICAL CENTER ANAHEIM,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Other Reasons for Health Services,8
2014,106301188,WESTERN MEDICAL CENTER ANAHEIM,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Psychoses & Neurosis,1182
2014,106301188,WESTERN MEDICAL CENTER ANAHEIM,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Respitory,101
2014,106301188,WESTERN MEDICAL CENTER ANAHEIM,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Skin Disorders,54
2014,106301188,WESTERN MEDICAL CENTER ANAHEIM,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Symptoms,45
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,All Pregnancies,3167
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Blood/Blood-forming Organs,385
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Circulatory,3143
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Congenital Anomalies (Birth Defects),17
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Digestive,3816
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Endocrine/Metabolism,1343
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Genitourinary,5007
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Infections,1388
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Injuries/Drugs/Complications,22644
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Musculoskeletal,4507
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Neoplasms,227
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Nervous & Sensory Systems,3915
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Other Reasons for Health Services,2603
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Perinatal Disorders,96
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Psychoses & Neurosis,5105
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Respitory,5649
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Skin Disorders,3380
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Symptoms,23480
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Births,1
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,All Pregnancies,235
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Blood/Blood-forming Organs,168
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Circulatory,2461
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Digestive,2773
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Endocrine/Metabolism,589
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Genitourinary,910
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Infections,2186
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Injuries/Drugs/Complications,1403
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Musculoskeletal,266
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Neoplasms,474
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Nervous & Sensory Systems,332
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Other Reasons for Health Services,9
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Psychoses & Neurosis,291
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Respitory,1425
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Skin Disorders,416
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Symptoms,329
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Births,4
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Congenital Anomalies (Birth Defects),10
2014,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Perinatal Disorders,4
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,All Pregnancies,116
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Blood/Blood-forming Organs,16
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Circulatory,206
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Congenital Anomalies (Birth Defects),4
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Digestive,626
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Endocrine/Metabolism,92
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Genitourinary,579
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Infections,208
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Injuries/Drugs/Complications,3872
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Musculoskeletal,615
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Neoplasms,15
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Nervous & Sensory Systems,1071
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Other Reasons for Health Services,1774
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Perinatal Disorders,2
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Psychoses & Neurosis,953
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Respitory,1083
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Skin Disorders,652
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Symptoms,2543
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,All Pregnancies,14
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Blood/Blood-forming Organs,26
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Circulatory,449
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Digestive,474
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Endocrine/Metabolism,197
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Genitourinary,232
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Infections,365
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Injuries/Drugs/Complications,274
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Musculoskeletal,73
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Neoplasms,32
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Nervous & Sensory Systems,130
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Other Reasons for Health Services,10
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Psychoses & Neurosis,286
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Respitory,325
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Skin Disorders,80
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Symptoms,181
2014,106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Congenital Anomalies (Birth Defects),5
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Visit,All Pregnancies,525
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Blood/Blood-forming Organs,28
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Circulatory,235
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Congenital Anomalies (Birth Defects),1
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Digestive,486
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Endocrine/Metabolism,143
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Genitourinary,620
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Infections,206
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Injuries/Drugs/Complications,3132
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Musculoskeletal,872
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Neoplasms,12
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Nervous & Sensory Systems,714
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Other Reasons for Health Services,615
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Perinatal Disorders,17
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Psychoses & Neurosis,531
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Respitory,1176
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Skin Disorders,508
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Symptoms,2953
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Admit,All Pregnancies,347
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Blood/Blood-forming Organs,76
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Circulatory,415
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Digestive,427
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Endocrine/Metabolism,125
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Genitourinary,175
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Infections,362
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Injuries/Drugs/Complications,176
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Musculoskeletal,39
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Neoplasms,40
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Nervous & Sensory Systems,99
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Other Reasons for Health Services,19
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Psychoses & Neurosis,275
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Respitory,289
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Skin Disorders,69
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Symptoms,261
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Births,1
2014,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Perinatal Disorders,7
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,All Pregnancies,665
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Blood/Blood-forming Organs,145
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Circulatory,978
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Congenital Anomalies (Birth Defects),2
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Digestive,1235
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Endocrine/Metabolism,364
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Genitourinary,1860
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Infections,379
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Injuries/Drugs/Complications,6506
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Musculoskeletal,1722
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Neoplasms,26
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Nervous & Sensory Systems,1269
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Other Reasons for Health Services,337
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Perinatal Disorders,24
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Psychoses & Neurosis,783
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Respitory,1719
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Skin Disorders,846
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Symptoms,7294
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,All Pregnancies,36
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Blood/Blood-forming Organs,86
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Circulatory,1287
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Digestive,951
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Endocrine/Metabolism,249
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Genitourinary,379
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Infections,489
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Injuries/Drugs/Complications,633
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Musculoskeletal,127
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Neoplasms,150
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Nervous & Sensory Systems,157
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Other Reasons for Health Services,4
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Psychoses & Neurosis,150
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Respitory,576
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Skin Disorders,145
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Symptoms,360
2014,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Congenital Anomalies (Birth Defects),4
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,All Pregnancies,971
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Blood/Blood-forming Organs,81
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Circulatory,283
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Congenital Anomalies (Birth Defects),4
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Digestive,1130
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Endocrine/Metabolism,336
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Genitourinary,1505
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Infections,407
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Injuries/Drugs/Complications,4033
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Musculoskeletal,860
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Neoplasms,30
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Nervous & Sensory Systems,1207
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Other Reasons for Health Services,439
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Perinatal Disorders,27
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Psychoses & Neurosis,935
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Respitory,2181
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Skin Disorders,818
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Visit,Symptoms,3960
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,All Pregnancies,161
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Blood/Blood-forming Organs,29
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Circulatory,202
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Digestive,388
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Endocrine/Metabolism,75
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Genitourinary,114
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Infections,144
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Injuries/Drugs/Complications,105
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Musculoskeletal,20
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Neoplasms,36
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Nervous & Sensory Systems,76
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Other Reasons for Health Services,1
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Psychoses & Neurosis,194
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Respitory,141
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Skin Disorders,104
2014,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,Emergency - Basic,ED Admit,Symptoms,67
2014,106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,All Pregnancies,1097
2014,106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Blood/Blood-forming Organs,141
2014,106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Circulatory,1416
2014,106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Congenital Anomalies (Birth Defects),5
